lamda	 Trans	 TransPhase	 Ref	 RefPhase
638.500010 2.986425e-01 -24.141829 0.701357 -57.759684 
638.600010 4.200990e-01 172.620789 0.579901 -41.005895 
638.700010 7.435408e-01 19.748569 0.256459 -13.886941 
638.800010 9.866226e-01 -115.815021 0.013377 -149.459355 
638.900010 6.106402e-01 103.647136 0.389360 -110.006019 
639.000010 3.631974e-01 -53.632964 0.636803 -87.294937 
639.100010 2.838804e-01 141.659730 0.716120 -72.011058 
639.200010 2.974167e-01 -24.508283 0.702583 -58.187883 
639.300010 4.185027e-01 172.398780 0.581497 -41.289630 
639.400010 7.458494e-01 19.878692 0.254151 -13.818525 
639.500010 9.834568e-01 -114.992953 0.016543 -148.698974 
639.600010 5.990036e-01 104.514690 0.400996 -109.200133 
639.700010 3.569744e-01 -52.911350 0.643026 -86.634972 
639.800010 2.823915e-01 142.394786 0.717608 -71.337631 
639.900010 3.017333e-01 -23.535789 0.698267 -57.277000 
640.000010 4.362721e-01 174.084874 0.563728 -39.665127 
640.100010 7.884901e-01 23.444331 0.211510 -10.314457 
640.200010 9.582391e-01 -109.840628 0.041761 -143.608201 
640.300010 5.560872e-01 107.918014 0.443913 -105.858342 
640.400010 3.398555e-01 -50.661010 0.660144 -84.446145 
640.500010 2.798368e-01 144.377630 0.720163 -69.416281 
640.600010 3.136117e-01 -21.164679 0.686388 -54.967365 
640.700010 4.786085e-01 177.928636 0.521391 -35.882821 
640.800010 8.695141e-01 31.000833 0.130486 -2.819393 
640.900010 8.897616e-01 -100.809279 0.110238 -134.638271 
641.000010 4.911324e-01 113.320034 0.508868 -100.517721 
641.100010 3.169196e-01 -47.086890 0.683080 -80.933404 
641.200010 2.795620e-01 147.590832 0.720438 -66.264441 
641.300010 3.383422e-01 -17.205883 0.661658 -51.069910 
641.400010 5.578888e-01 -175.420048 0.442111 -29.292827 
641.500010 9.655511e-01 43.491624 0.034449 9.610096 
641.600010 7.648179e-01 -89.058414 0.235182 -122.948689 
641.700010 4.185873e-01 120.005277 0.581413 -93.893742 
641.800010 2.948725e-01 -42.413127 0.705127 -76.320887 
641.900010 2.870074e-01 152.094143 0.712993 -61.822356 
642.000010 3.866173e-01 -11.207840 0.613383 -45.133075 
642.100010 6.935418e-01 -164.626686 0.306458 -18.560654 
642.200010 9.939280e-01 61.323102 0.006072 -152.619596 
642.300010 6.068450e-01 -76.348388 0.393155 -110.299813 
642.400010 3.531185e-01 127.351279 0.646881 -86.608871 
642.500010 2.808095e-01 -36.757727 0.719190 -70.726600 
642.600010 3.109450e-01 158.154545 0.689055 -55.823047 
642.700010 4.796106e-01 -2.157278 0.520389 -36.143587 
642.800010 8.860041e-01 -147.426773 0.113996 -1.421796 
642.900010 8.581156e-01 82.332626 0.141884 -131.671108 
643.000010 4.612728e-01 -64.190680 0.538727 -98.203123 
643.100010 3.050706e-01 135.038152 0.694929 -78.982996 
643.200010 2.826641e-01 -29.999471 0.717336 -64.029323 
643.300010 3.678106e-01 166.496931 0.632189 -47.541621 
643.400010 6.545722e-01 12.146922 0.345428 -21.900328 
643.500010 9.992697e-01 -122.232040 0.000730 -156.287985 
643.600010 6.245063e-01 102.131477 0.375494 -111.933160 
643.700010 3.561772e-01 -53.158767 0.643823 -87.232094 
643.800010 2.807935e-01 143.142232 0.719206 -70.939782 
643.900010 3.129281e-01 -21.580551 0.687072 -55.671249 
644.000010 4.927636e-01 178.884945 0.507236 -35.214435 
644.100010 9.136788e-01 35.646850 0.086321 1.538791 
644.200010 8.167552e-01 -93.840299 0.183245 -127.957033 
644.300010 4.333776e-01 118.319236 0.566622 -95.806172 
644.400010 2.960857e-01 -42.963066 0.703914 -77.097146 
644.500010 2.879654e-01 152.223127 0.712035 -61.919621 
644.600010 3.994744e-01 -10.032911 0.600526 -44.184323 
644.700010 7.455061e-01 -160.612716 0.254494 -14.772791 
644.800010 9.617176e-01 69.154395 0.038282 -145.014341 
644.900010 5.329240e-01 -70.574072 0.467076 -104.751464 
645.000010 3.233515e-01 131.469556 0.676648 -82.716491 
645.100010 2.795706e-01 -32.735151 0.720429 -66.929850 
645.200010 3.470005e-01 163.668898 0.652999 -50.534451 
645.300010 6.088247e-01 8.342925 0.391175 -25.869070 
645.400010 9.988938e-01 -126.465669 0.001106 19.313692 
645.500010 6.434655e-01 100.459631 0.356535 -113.769649 
